Epoch: 10, Test Loss: 1.2871, Acc: 0.6685, Prec: 0.1182, Rec: 0.0980, F1: 0.0994
Epoch: 20, Test Loss: 1.4614, Acc: 0.6353, Prec: 0.1380, Rec: 0.0942, F1: 0.0967
Epoch: 30, Test Loss: 1.4323, Acc: 0.6655, Prec: 0.1536, Rec: 0.0830, F1: 0.0991
Epoch: 40, Test Loss: 1.7543, Acc: 0.6471, Prec: 0.0974, Rec: 0.0670, F1: 0.0707
Epoch: 50, Test Loss: 1.7083, Acc: 0.6824, Prec: 0.1303, Rec: 0.1016, F1: 0.1124
Epoch: 60, Test Loss: 2.4009, Acc: 0.6685, Prec: 0.1403, Rec: 0.0909, F1: 0.1070
Epoch: 70, Test Loss: 1.7005, Acc: 0.6210, Prec: 0.1151, Rec: 0.0977, F1: 0.0959
Epoch: 80, Test Loss: 1.8659, Acc: 0.6358, Prec: 0.1724, Rec: 0.1160, F1: 0.1171
Epoch: 90, Test Loss: 1.7715, Acc: 0.6251, Prec: 0.1635, Rec: 0.1348, F1: 0.1299
Epoch: 100, Test Loss: 1.7499, Acc: 0.6465, Prec: 0.1763, Rec: 0.1225, F1: 0.1310
